season,team,round,gp,wins,draws,losses,points,gf,ga,gd,ppg,home_wins,home_draws,home_losses,home_gf,home_ga,home_gd,away_wins,away_draws,away_losses,away_gf,away_ga,away_gd,form_pts_last5,form_gd_last5,form_wins_last5,position,points_from_6th,final_position,is_top6
2020_2021,Steaua Bucuresti,1,1,1,0,0,3,3,0,3,3.0,0,0,0,0,0,0,1,0,0,3,0,3,3,3,1,1,0,1,1
2020_2021,FC Botoșani,1,1,1,0,0,3,3,2,1,3.0,0,0,0,0,0,0,1,0,0,3,2,1,3,1,1,2,0,6,1
2020_2021,CFR Cluj-Napoca,1,1,1,0,0,3,2,1,1,3.0,0,0,0,0,0,0,1,0,0,2,1,1,3,1,1,3,0,2,1
2020_2021,FC Voluntari,1,1,1,0,0,3,2,1,1,3.0,1,0,0,2,1,1,0,0,0,0,0,0,3,1,1,4,0,12,0
2020_2021,Politehnica Iași,1,1,1,0,0,3,1,0,1,3.0,1,0,0,1,0,1,0,0,0,0,0,0,3,1,1,5,0,16,0
2020_2021,Universitatea Craiova,1,1,1,0,0,3,1,0,1,3.0,0,0,0,0,0,0,1,0,0,1,0,1,3,1,1,6,0,3,1
2020_2021,Dinamo Bucuresti,1,1,0,1,0,1,1,1,0,1.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,7,-2,14,0
2020_2021,FC Hermannstadt,1,1,0,1,0,1,1,1,0,1.0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,8,-2,15,0
2020_2021,Uta Arad,1,1,0,1,0,1,1,1,0,1.0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,9,-2,10,0
2020_2021,Viitorul Constanța,1,1,0,1,0,1,1,1,0,1.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,10,-2,13,0
2020_2021,Arges Pitesti,1,1,0,0,1,0,2,3,-1,0.0,0,0,1,2,3,-1,0,0,0,0,0,0,0,-1,0,11,-3,7,0
2020_2021,Academica Clinceni,1,1,0,0,1,0,1,2,-1,0.0,0,0,1,1,2,-1,0,0,0,0,0,0,0,-1,0,12,-3,5,1
2020_2021,Gaz Metan Mediaș,1,1,0,0,1,0,1,2,-1,0.0,0,0,0,0,0,0,0,0,1,1,2,-1,0,-1,0,13,-3,11,0
2020_2021,Chindia Târgoviște,1,1,0,0,1,0,0,1,-1,0.0,0,0,0,0,0,0,0,0,1,0,1,-1,0,-1,0,14,-3,8,0
2020_2021,Sepsi OSK Sfântu Gheorghe,1,1,0,0,1,0,0,1,-1,0.0,0,0,1,0,1,-1,0,0,0,0,0,0,0,-1,0,15,-3,4,1
2020_2021,Astra,1,1,0,0,1,0,0,3,-3,0.0,0,0,1,0,3,-3,0,0,0,0,0,0,0,-3,0,16,-3,9,0
2020_2021,Steaua Bucuresti,2,2,2,0,0,6,6,0,6,3.0,1,0,0,3,0,3,1,0,0,3,0,3,6,6,2,1,3,1,1
2020_2021,FC Botoșani,2,2,2,0,0,6,7,2,5,3.0,1,0,0,4,0,4,1,0,0,3,2,1,6,5,2,2,3,6,1
2020_2021,Universitatea Craiova,2,2,2,0,0,6,3,0,3,3.0,1,0,0,2,0,2,1,0,0,1,0,1,6,3,2,3,3,3,1
2020_2021,CFR Cluj-Napoca,2,2,1,1,0,4,2,1,1,2.0,0,1,0,0,0,0,1,0,0,2,1,1,4,1,1,4,1,2,1
2020_2021,FC Voluntari,2,2,1,1,0,4,2,1,1,2.0,1,0,0,2,1,1,0,1,0,0,0,0,4,1,1,5,1,12,0
2020_2021,Gaz Metan Mediaș,2,2,1,0,1,3,3,2,1,1.5,1,0,0,2,0,2,0,0,1,1,2,-1,3,1,1,6,0,11,0
2020_2021,Chindia Târgoviște,2,2,1,0,1,3,1,1,0,1.5,1,0,0,1,0,1,0,0,1,0,1,-1,3,0,1,7,0,8,0
2020_2021,Politehnica Iași,2,2,1,0,1,3,1,4,-3,1.5,1,0,0,1,0,1,0,0,1,0,4,-4,3,-3,1,8,0,16,0
2020_2021,FC Hermannstadt,2,2,0,2,0,2,3,3,0,1.0,0,1,0,2,2,0,0,1,0,1,1,0,2,0,0,9,-1,15,0
2020_2021,Uta Arad,2,2,0,2,0,2,1,1,0,1.0,0,1,0,0,0,0,0,1,0,1,1,0,2,0,0,10,-1,10,0
2020_2021,Academica Clinceni,2,2,0,1,1,1,3,4,-1,0.5,0,0,1,1,2,-1,0,1,0,2,2,0,1,-1,0,11,-2,5,1
2020_2021,Dinamo Bucuresti,2,2,0,1,1,1,1,2,-1,0.5,0,1,0,1,1,0,0,0,1,0,1,-1,1,-1,0,12,-2,14,0
2020_2021,Sepsi OSK Sfântu Gheorghe,2,2,0,1,1,1,0,1,-1,0.5,0,0,1,0,1,-1,0,1,0,0,0,0,1,-1,0,13,-2,4,1
2020_2021,Viitorul Constanța,2,2,0,1,1,1,1,4,-3,0.5,0,1,0,1,1,0,0,0,1,0,3,-3,1,-3,0,14,-2,13,0
2020_2021,Arges Pitesti,2,2,0,0,2,0,2,5,-3,0.0,0,0,1,2,3,-1,0,0,1,0,2,-2,0,-3,0,15,-3,7,0
2020_2021,Astra,2,2,0,0,2,0,0,5,-5,0.0,0,0,1,0,3,-3,0,0,1,0,2,-2,0,-5,0,16,-3,9,0
2020_2021,Universitatea Craiova,3,3,3,0,0,9,7,1,6,3.0,1,0,0,2,0,2,2,0,0,5,1,4,9,6,3,1,3,3,1
2020_2021,FC Botoșani,3,3,2,1,0,7,8,3,5,2.3333,1,0,0,4,0,4,1,1,0,4,3,1,7,5,2,2,1,6,1
2020_2021,FC Voluntari,3,3,2,1,0,7,4,2,2,2.3333,2,0,0,4,2,2,0,1,0,0,0,0,7,2,2,3,1,12,0
2020_2021,CFR Cluj-Napoca,3,3,2,1,0,7,3,1,2,2.3333,1,1,0,1,0,1,1,0,0,2,1,1,7,2,2,4,1,2,1
2020_2021,Steaua Bucuresti,3,3,2,0,1,6,7,2,5,2.0,1,0,0,3,0,3,1,0,1,4,2,2,6,5,2,5,0,1,1
2020_2021,Gaz Metan Mediaș,3,3,2,0,1,6,7,3,4,2.0,1,0,0,2,0,2,1,0,1,5,3,2,6,4,2,6,0,11,0
2020_2021,Chindia Târgoviște,3,3,1,1,1,4,1,1,0,1.3333,1,0,0,1,0,1,0,1,1,0,1,-1,4,0,1,7,-2,8,0
2020_2021,Uta Arad,3,3,0,3,0,3,2,2,0,1.0,0,1,0,0,0,0,0,2,0,2,2,0,3,0,0,8,-3,10,0
2020_2021,Politehnica Iași,3,3,1,0,2,3,2,8,-6,1.0,1,0,1,2,4,-2,0,0,1,0,4,-4,3,-6,1,9,-3,16,0
2020_2021,Academica Clinceni,3,3,0,2,1,2,3,4,-1,0.6667,0,1,1,1,2,-1,0,1,0,2,2,0,2,-1,0,10,-4,5,1
2020_2021,FC Hermannstadt,3,3,0,2,1,2,3,4,-1,0.6667,0,1,0,2,2,0,0,1,1,1,2,-1,2,-1,0,11,-4,15,0
2020_2021,Dinamo Bucuresti,3,3,0,2,1,2,2,3,-1,0.6667,0,2,0,2,2,0,0,0,1,0,1,-1,2,-1,0,12,-4,14,0
2020_2021,Sepsi OSK Sfântu Gheorghe,3,3,0,2,1,2,2,3,-1,0.6667,0,0,1,0,1,-1,0,2,0,2,2,0,2,-1,0,13,-4,4,1
2020_2021,Arges Pitesti,3,3,0,1,2,1,3,6,-3,0.3333,0,1,1,3,4,-1,0,0,1,0,2,-2,1,-3,0,14,-5,7,0
2020_2021,Astra,3,3,0,1,2,1,2,7,-5,0.3333,0,1,1,2,5,-3,0,0,1,0,2,-2,1,-5,0,15,-5,9,0
2020_2021,Viitorul Constanța,3,3,0,1,2,1,2,8,-6,0.3333,0,1,1,2,5,-3,0,0,1,0,3,-3,1,-6,0,16,-5,13,0
2020_2021,Universitatea Craiova,4,4,4,0,0,12,9,2,7,3.0,2,0,0,4,1,3,2,0,0,5,1,4,12,7,4,1,6,3,1
2020_2021,CFR Cluj-Napoca,4,4,3,1,0,10,5,1,4,2.5,1,1,0,1,0,1,2,0,0,4,1,3,10,4,3,2,4,2,1
2020_2021,Steaua Bucuresti,4,4,3,0,1,9,10,2,8,2.25,2,0,0,6,0,6,1,0,1,4,2,2,9,8,3,3,3,1,1
2020_2021,FC Botoșani,4,4,2,2,0,8,8,3,5,2.0,1,1,0,4,0,4,1,1,0,4,3,1,8,5,2,4,2,6,1
2020_2021,FC Voluntari,4,4,2,1,1,7,5,4,1,1.75,2,0,0,4,2,2,0,1,1,1,2,-1,7,1,2,5,1,12,0
2020_2021,Gaz Metan Mediaș,4,4,2,0,2,6,8,6,2,1.5,1,0,1,3,3,0,1,0,1,5,3,2,6,2,2,6,0,11,0
2020_2021,Politehnica Iași,4,4,2,0,2,6,5,10,-5,1.5,1,0,1,2,4,-2,1,0,1,3,6,-3,6,-5,2,7,0,16,0
2020_2021,FC Hermannstadt,4,4,1,2,1,5,6,5,1,1.25,0,1,0,2,2,0,1,1,1,4,3,1,5,1,1,8,-1,15,0
2020_2021,Dinamo Bucuresti,4,4,1,2,1,5,5,4,1,1.25,0,2,0,2,2,0,1,0,1,3,2,1,5,1,1,9,-1,14,0
2020_2021,Chindia Târgoviște,4,4,1,1,2,4,2,4,-2,1.0,1,0,1,2,3,-1,0,1,1,0,1,-1,4,-2,1,10,-2,8,0
2020_2021,Uta Arad,4,4,0,3,1,3,4,5,-1,0.75,0,1,1,2,3,-1,0,2,0,2,2,0,3,-1,0,11,-3,10,0
2020_2021,Academica Clinceni,4,4,0,3,1,3,3,4,-1,0.75,0,1,1,1,2,-1,0,2,0,2,2,0,3,-1,0,12,-3,5,1
2020_2021,Sepsi OSK Sfântu Gheorghe,4,4,0,3,1,3,3,4,-1,0.75,0,1,1,1,2,-1,0,2,0,2,2,0,3,-1,0,13,-3,4,1
2020_2021,Viitorul Constanța,4,4,0,2,2,2,3,9,-6,0.5,0,1,1,2,5,-3,0,1,1,1,4,-3,2,-6,0,14,-4,13,0
2020_2021,Arges Pitesti,4,4,0,1,3,1,3,9,-6,0.25,0,1,1,3,4,-1,0,0,2,0,5,-5,1,-6,0,15,-5,7,0
2020_2021,Astra,4,4,0,1,3,1,2,9,-7,0.25,0,1,2,2,7,-5,0,0,1,0,2,-2,1,-7,0,16,-5,9,0
2020_2021,Universitatea Craiova,5,5,5,0,0,15,11,3,8,3.0,2,0,0,4,1,3,3,0,0,7,2,5,15,8,5,1,7,3,1
2020_2021,CFR Cluj-Napoca,5,5,3,2,0,11,5,1,4,2.2,1,2,0,1,0,1,2,0,0,4,1,3,11,4,3,2,3,2,1
2020_2021,Steaua Bucuresti,5,5,3,0,2,9,12,7,5,1.8,2,0,0,6,0,6,1,0,2,6,7,-1,9,5,3,3,1,1,1
2020_2021,Politehnica Iași,5,5,3,0,2,9,10,12,-2,1.8,2,0,1,7,6,1,1,0,1,3,6,-3,9,-2,3,4,1,16,0
2020_2021,FC Botoșani,5,5,2,2,1,8,9,5,4,1.6,1,1,0,4,0,4,1,1,1,5,5,0,8,4,2,5,0,6,1
2020_2021,FC Hermannstadt,5,5,2,2,1,8,8,6,2,1.6,1,1,0,4,3,1,1,1,1,4,3,1,8,2,2,6,0,15,0
2020_2021,FC Voluntari,5,5,2,1,2,7,6,6,0,1.4,2,0,1,5,4,1,0,1,1,1,2,-1,7,0,2,7,-1,12,0
2020_2021,Academica Clinceni,5,5,1,3,1,6,5,4,1,1.2,1,1,1,3,2,1,0,2,0,2,2,0,6,1,1,8,-2,5,1
2020_2021,Gaz Metan Mediaș,5,5,2,0,3,6,8,8,0,1.2,1,0,1,3,3,0,1,0,2,5,5,0,6,0,2,9,-2,11,0
2020_2021,Sepsi OSK Sfântu Gheorghe,5,5,1,3,1,6,5,5,0,1.2,0,1,1,1,2,-1,1,2,0,4,3,1,6,0,1,10,-2,4,1
2020_2021,Uta Arad,5,5,1,3,1,6,5,5,0,1.2,0,1,1,2,3,-1,1,2,0,3,2,1,6,0,1,11,-2,10,0
2020_2021,Dinamo Bucuresti,5,5,1,2,2,5,5,5,0,1.0,0,2,1,2,3,-1,1,0,1,3,2,1,5,0,1,12,-3,14,0
2020_2021,Chindia Târgoviște,5,5,1,2,2,5,2,4,-2,1.0,1,0,1,2,3,-1,0,2,1,0,1,-1,5,-2,1,13,-3,8,0
2020_2021,Viitorul Constanța,5,5,1,2,2,5,7,10,-3,1.0,1,1,1,6,6,0,0,1,1,1,4,-3,5,-3,1,14,-3,13,0
2020_2021,Arges Pitesti,5,5,0,1,4,1,4,11,-7,0.2,0,1,2,4,6,-2,0,0,2,0,5,-5,1,-7,0,15,-7,7,0
2020_2021,Astra,5,5,0,1,4,1,3,13,-10,0.2,0,1,2,2,7,-5,0,0,2,1,6,-5,1,-10,0,16,-7,9,0
2020_2021,Universitatea Craiova,6,6,6,0,0,18,12,3,9,3.0,3,0,0,5,1,4,3,0,0,7,2,5,15,8,5,1,9,3,1
2020_2021,Steaua Bucuresti,6,6,4,0,2,12,15,9,6,2.0,3,0,0,9,2,7,1,0,2,6,7,-1,9,3,3,2,3,1,1
2020_2021,CFR Cluj-Napoca,6,6,3,3,0,12,6,2,4,2.0,1,2,0,1,0,1,2,1,0,5,2,3,9,3,2,3,3,2,1
2020_2021,FC Voluntari,6,6,3,1,2,10,9,8,1,1.6667,2,0,1,5,4,1,1,1,1,4,4,0,7,0,2,4,1,12,0
2020_2021,FC Hermannstadt,6,6,2,3,1,9,9,7,2,1.5,1,1,0,4,3,1,1,2,1,5,4,1,8,2,2,5,0,15,0
2020_2021,Sepsi OSK Sfântu Gheorghe,6,6,2,3,1,9,6,5,1,1.5,1,1,1,2,2,0,1,2,0,4,3,1,9,2,2,6,0,4,1
2020_2021,Politehnica Iași,6,6,3,0,3,9,10,13,-3,1.5,2,0,1,7,6,1,1,0,2,3,7,-4,6,-4,2,7,0,16,0
2020_2021,FC Botoșani,6,6,2,2,2,8,9,7,2,1.3333,1,1,1,4,2,2,1,1,1,5,5,0,5,1,1,8,-1,6,1
2020_2021,Chindia Târgoviște,6,6,2,2,2,8,4,4,0,1.3333,1,0,1,2,3,-1,1,2,1,2,1,1,8,1,2,9,-1,8,0
2020_2021,Academica Clinceni,6,6,1,4,1,7,5,4,1,1.1667,1,1,1,3,2,1,0,3,0,2,2,0,7,2,1,10,-2,5,1
2020_2021,Gaz Metan Mediaș,6,6,2,1,3,7,9,9,0,1.1667,1,1,1,4,4,0,1,0,2,5,5,0,7,1,2,11,-2,11,0
2020_2021,Uta Arad,6,6,1,4,1,7,5,5,0,1.1667,0,2,1,2,3,-1,1,2,0,3,2,1,6,0,1,12,-2,10,0
2020_2021,Viitorul Constanța,6,6,1,3,2,6,8,11,-3,1.0,1,2,1,7,7,0,0,1,1,1,4,-3,5,-3,1,13,-3,13,0
2020_2021,Dinamo Bucuresti,6,6,1,2,3,5,7,8,-1,0.8333,0,2,1,2,3,-1,1,0,2,5,5,0,4,-1,1,14,-4,14,0
2020_2021,Arges Pitesti,6,6,0,1,5,1,4,12,-8,0.1667,0,1,2,4,6,-2,0,0,3,0,6,-6,1,-7,0,15,-8,7,0
2020_2021,Astra,6,6,0,1,5,1,5,16,-11,0.1667,0,1,3,4,10,-6,0,0,2,1,6,-5,1,-8,0,16,-8,9,0
2020_2021,Universitatea Craiova,7,7,7,0,0,21,13,3,10,3.0,3,0,0,5,1,4,4,0,0,8,2,6,15,7,5,1,11,3,1
2020_2021,Steaua Bucuresti,7,7,5,0,2,15,17,9,8,2.1429,3,0,0,9,2,7,2,0,2,8,7,1,9,2,3,2,5,1,1
2020_2021,CFR Cluj-Napoca,7,7,4,3,0,15,8,3,5,2.1429,2,2,0,3,1,2,2,1,0,5,2,3,11,4,3,3,5,2,1
2020_2021,Sepsi OSK Sfântu Gheorghe,7,7,3,3,1,12,10,6,4,1.7143,1,1,1,2,2,0,2,2,0,8,4,4,11,5,3,4,2,4,1
2020_2021,Chindia Târgoviște,7,7,3,2,2,11,5,4,1,1.5714,2,0,1,3,3,0,1,2,1,2,1,1,8,1,2,5,1,8,0
2020_2021,FC Hermannstadt,7,7,2,4,1,10,10,8,2,1.4286,1,2,0,5,4,1,1,2,1,5,4,1,8,2,2,6,0,15,0
2020_2021,FC Voluntari,7,7,3,1,3,10,9,10,-1,1.4286,2,0,2,5,6,-1,1,1,1,4,4,0,6,-2,2,7,0,12,0
2020_2021,Viitorul Constanța,7,7,2,3,2,9,10,11,-1,1.2857,1,2,1,7,7,0,1,1,1,3,4,-1,8,2,2,8,-1,13,0
2020_2021,Politehnica Iași,7,7,3,0,4,9,11,17,-6,1.2857,2,0,2,8,10,-2,1,0,2,3,7,-4,6,-3,2,9,-1,16,0
2020_2021,FC Botoșani,7,7,2,2,3,8,10,9,1,1.1429,1,1,1,4,2,2,1,1,2,6,7,-1,2,-4,0,10,-2,6,1
2020_2021,Uta Arad,7,7,1,5,1,8,6,6,0,1.1429,0,2,1,2,3,-1,1,3,0,4,3,1,6,0,1,11,-2,10,0
2020_2021,Gaz Metan Mediaș,7,7,2,1,4,7,9,10,-1,1.0,1,1,1,4,4,0,1,0,3,5,6,-1,4,-2,1,12,-3,11,0
2020_2021,Academica Clinceni,7,7,1,4,2,7,5,6,-1,1.0,1,1,2,3,4,-1,0,3,0,2,2,0,6,0,1,13,-3,5,1
2020_2021,Dinamo Bucuresti,7,7,1,2,4,5,7,9,-2,0.7143,0,2,2,2,4,-2,1,0,2,5,5,0,4,-1,1,14,-5,14,0
2020_2021,Arges Pitesti,7,7,1,1,5,4,5,12,-7,0.5714,1,1,2,5,6,-1,0,0,3,0,6,-6,4,-4,1,15,-6,7,0
2020_2021,Astra,7,7,0,1,6,1,5,17,-12,0.1429,0,1,3,4,10,-6,0,0,3,1,7,-6,1,-7,0,16,-9,9,0
2020_2021,Universitatea Craiova,8,8,7,0,1,21,13,4,9,2.625,3,0,1,5,2,3,4,0,0,8,2,6,12,3,4,1,10,3,1
2020_2021,Steaua Bucuresti,8,8,6,0,2,18,22,9,13,2.25,4,0,0,14,2,12,2,0,2,8,7,1,12,8,4,2,7,1,1
2020_2021,CFR Cluj-Napoca,8,8,5,3,0,18,9,3,6,2.25,2,2,0,3,1,2,3,1,0,6,2,4,11,4,3,3,7,2,1
2020_2021,Sepsi OSK Sfântu Gheorghe,8,8,4,3,1,15,12,6,6,1.875,2,1,1,4,2,2,2,2,0,8,4,4,13,7,4,4,4,4,1
2020_2021,FC Botoșani,8,8,3,2,3,11,12,10,2,1.375,1,1,1,4,2,2,2,1,2,8,8,0,4,-3,1,5,0,6,1
2020_2021,Uta Arad,8,8,2,5,1,11,7,6,1,1.375,1,2,1,3,3,0,1,3,0,4,3,1,8,1,2,6,0,10,0
2020_2021,Chindia Târgoviște,8,8,3,2,3,11,5,5,0,1.375,2,0,1,3,3,0,1,2,2,2,2,0,7,0,2,7,0,8,0
2020_2021,Academica Clinceni,8,8,2,4,2,10,6,6,0,1.25,1,1,2,3,4,-1,1,3,0,3,2,1,8,1,2,8,-1,5,1
2020_2021,Viitorul Constanța,8,8,2,4,2,10,12,13,-1,1.25,1,3,1,9,9,0,1,1,1,3,4,-1,9,5,2,9,-1,13,0
2020_2021,FC Voluntari,8,8,3,1,4,10,9,11,-2,1.25,2,0,3,5,7,-2,1,1,1,4,4,0,3,-4,1,10,-1,12,0
2020_2021,FC Hermannstadt,8,8,2,4,2,10,10,13,-3,1.25,1,2,0,5,4,1,1,2,2,5,9,-4,8,-2,2,11,-1,15,0
2020_2021,Politehnica Iași,8,8,3,0,5,9,11,21,-10,1.125,2,0,2,8,10,-2,1,0,3,3,11,-8,6,-4,2,12,-2,16,0
2020_2021,Gaz Metan Mediaș,8,8,2,1,5,7,10,12,-2,0.875,1,1,2,5,6,-1,1,0,3,5,6,-1,1,-6,0,13,-4,11,0
2020_2021,Dinamo Bucuresti,8,8,1,2,5,5,7,11,-4,0.625,0,2,2,2,4,-2,1,0,3,5,7,-2,3,-3,1,14,-6,14,0
2020_2021,Arges Pitesti,8,8,1,2,5,5,7,14,-7,0.625,1,1,2,5,6,-1,0,1,3,2,8,-6,4,-4,1,15,-6,7,0
2020_2021,Astra,8,8,1,1,6,4,9,17,-8,0.5,1,1,3,8,10,-2,0,0,3,1,7,-6,3,-3,1,16,-7,9,0
2020_2021,Universitatea Craiova,9,9,8,0,1,24,14,4,10,2.6667,3,0,1,5,2,3,5,0,0,9,2,7,12,3,4,1,11,3,1
2020_2021,Steaua Bucuresti,9,9,7,0,2,21,24,9,15,2.3333,4,0,0,14,2,12,3,0,2,10,7,3,12,7,4,2,8,1,1
2020_2021,CFR Cluj-Napoca,9,9,5,3,1,18,10,5,5,2.0,2,2,1,4,3,1,3,1,0,6,2,4,8,1,2,3,5,2,1
2020_2021,Sepsi OSK Sfântu Gheorghe,9,9,4,3,2,15,12,8,4,1.6667,2,1,1,4,2,2,2,2,1,8,6,2,12,5,4,4,2,4,1
2020_2021,Uta Arad,9,9,3,5,1,14,10,8,2,1.5556,1,2,1,3,3,0,2,3,0,7,5,2,11,3,3,5,1,10,0
2020_2021,Academica Clinceni,9,9,3,4,2,13,8,6,2,1.4444,2,1,2,5,4,1,1,3,0,3,2,1,10,3,3,6,0,5,1
2020_2021,FC Botoșani,9,9,3,2,4,11,14,13,1,1.2222,1,1,2,6,5,1,2,1,2,8,8,0,3,-4,1,7,-2,6,1
2020_2021,Viitorul Constanța,9,9,2,5,2,11,13,14,-1,1.2222,1,3,1,9,9,0,1,2,1,4,5,-1,9,5,2,8,-2,13,0
2020_2021,Chindia Târgoviște,9,9,3,2,4,11,5,7,-2,1.2222,2,0,2,3,5,-2,1,2,2,2,2,0,7,0,2,9,-2,8,0
2020_2021,Gaz Metan Mediaș,9,9,3,1,5,10,12,13,-1,1.1111,1,1,2,5,6,-1,2,0,3,7,7,0,4,-3,1,10,-3,11,0
2020_2021,FC Voluntari,9,9,3,1,5,10,10,13,-3,1.1111,2,0,3,5,7,-2,1,1,2,5,6,-1,3,-4,1,11,-3,12,0
2020_2021,FC Hermannstadt,9,9,2,4,3,10,10,14,-4,1.1111,1,2,1,5,5,0,1,2,2,5,9,-4,5,-5,1,12,-3,15,0
2020_2021,Politehnica Iași,9,9,3,1,5,10,12,22,-10,1.1111,2,1,2,9,11,-2,1,0,3,3,11,-8,4,-5,1,13,-3,16,0
2020_2021,Arges Pitesti,9,9,2,2,5,8,9,15,-6,0.8889,2,1,2,7,7,0,0,1,3,2,8,-6,7,0,2,14,-5,7,0
2020_2021,Dinamo Bucuresti,9,9,1,3,5,6,8,12,-4,0.6667,0,3,2,3,5,-2,1,0,3,5,7,-2,1,-5,0,15,-7,14,0
2020_2021,Astra,9,9,1,2,6,5,10,18,-8,0.5556,1,1,3,8,10,-2,0,1,3,2,8,-6,4,-1,1,16,-8,9,0
2020_2021,Steaua Bucuresti,10,10,8,0,2,24,28,10,18,2.4,5,0,0,18,3,15,3,0,2,10,7,3,15,13,5,1,10,1,1
2020_2021,Universitatea Craiova,10,10,8,0,2,24,14,5,9,2.4,3,0,2,5,3,2,5,0,0,9,2,7,9,1,3,2,10,3,1
2020_2021,CFR Cluj-Napoca,10,10,6,3,1,21,12,5,7,2.1,2,2,1,4,3,1,4,1,0,8,2,6,10,3,3,3,7,2,1
2020_2021,Sepsi OSK Sfântu Gheorghe,10,10,4,4,2,16,13,9,4,1.6,2,2,1,5,3,2,2,2,1,8,6,2,10,4,3,4,2,4,1
2020_2021,Academica Clinceni,10,10,4,4,2,16,10,6,4,1.6,2,1,2,5,4,1,2,3,0,5,2,3,10,3,3,5,2,5,1
2020_2021,Viitorul Constanța,10,10,3,5,2,14,15,15,0,1.4,2,3,1,11,10,1,1,2,1,4,5,-1,9,3,2,6,0,13,0
2020_2021,Uta Arad,10,10,3,5,2,14,11,11,0,1.4,1,2,2,4,6,-2,2,3,0,7,5,2,8,0,2,7,0,10,0
2020_2021,Chindia Târgoviște,10,10,4,2,4,14,6,7,-1,1.4,2,0,2,3,5,-2,2,2,2,3,2,1,9,1,3,8,0,8,0
2020_2021,Gaz Metan Mediaș,10,10,4,1,5,13,15,14,1,1.3,1,1,2,5,6,-1,3,0,3,10,8,2,7,1,2,9,-1,11,0
2020_2021,FC Voluntari,10,10,4,1,5,13,14,13,1,1.3,3,0,3,9,7,2,1,1,2,5,6,-1,6,1,2,10,-1,12,0
2020_2021,FC Botoșani,10,10,3,2,5,11,15,17,-2,1.1,1,1,2,6,5,1,2,1,3,9,12,-3,3,-6,1,11,-3,6,1
2020_2021,FC Hermannstadt,10,10,2,5,3,11,11,15,-4,1.1,1,2,1,5,5,0,1,3,2,6,10,-4,3,-6,0,12,-3,15,0
2020_2021,Politehnica Iași,10,10,3,1,6,10,12,26,-14,1.0,2,1,2,9,11,-2,1,0,4,3,15,-12,1,-12,0,13,-4,16,0
2020_2021,Arges Pitesti,10,10,2,2,6,8,9,17,-8,0.8,2,1,3,7,9,-2,0,1,3,2,8,-6,7,-1,2,14,-6,7,0
2020_2021,Dinamo Bucuresti,10,10,1,3,6,6,9,14,-5,0.6,0,3,2,3,5,-2,1,0,4,6,9,-3,1,-5,0,15,-8,14,0
2020_2021,Astra,10,10,1,2,7,5,10,20,-10,0.5,1,1,4,8,12,-4,0,1,3,2,8,-6,4,0,1,16,-9,9,0
2020_2021,Steaua Bucuresti,11,11,9,0,2,27,31,12,19,2.4545,5,0,0,18,3,15,4,0,2,13,9,4,15,13,5,1,10,1,1
2020_2021,Universitatea Craiova,11,11,8,1,2,25,14,5,9,2.2727,3,0,2,5,3,2,5,1,0,9,2,7,7,0,2,2,8,3,1
2020_2021,CFR Cluj-Napoca,11,11,6,3,2,21,12,6,6,1.9091,2,2,2,4,4,0,4,1,0,8,2,6,9,2,3,3,4,2,1
2020_2021,Sepsi OSK Sfântu Gheorghe,11,11,5,4,2,19,15,10,5,1.7273,2,2,1,5,3,2,3,2,1,10,7,3,10,4,3,4,2,4,1
2020_2021,Academica Clinceni,11,11,5,4,2,19,11,6,5,1.7273,3,1,2,6,4,2,2,3,0,5,2,3,12,4,4,5,2,5,1
2020_2021,Uta Arad,11,11,4,5,2,17,12,11,1,1.5455,1,2,2,4,6,-2,3,3,0,8,5,3,10,1,3,6,0,10,0
2020_2021,Viitorul Constanța,11,11,3,5,3,14,15,16,-1,1.2727,2,3,1,11,10,1,1,2,2,4,6,-2,8,2,2,7,-3,13,0
2020_2021,Chindia Târgoviște,11,11,4,2,5,14,7,9,-2,1.2727,2,0,3,4,7,-3,2,2,2,3,2,1,6,-2,2,8,-3,8,0
2020_2021,Gaz Metan Mediaș,11,11,4,1,6,13,17,17,0,1.1818,1,1,3,7,9,-2,3,0,3,10,8,2,6,0,2,9,-4,11,0
2020_2021,FC Voluntari,11,11,4,1,6,13,14,16,-2,1.1818,3,0,3,9,7,2,1,1,3,5,9,-4,3,-3,1,10,-4,12,0
2020_2021,FC Botoșani,11,11,3,3,5,12,15,17,-2,1.0909,1,2,2,6,5,1,2,1,3,9,12,-3,4,-4,1,11,-5,6,1
2020_2021,FC Hermannstadt,11,11,2,5,4,11,11,16,-5,1.0,1,2,2,5,6,-1,1,3,2,6,10,-4,2,-7,0,12,-6,15,0
2020_2021,Politehnica Iași,11,11,3,2,6,11,13,27,-14,1.0,2,2,2,10,12,-2,1,0,4,3,15,-12,2,-11,0,13,-6,16,0
2020_2021,Dinamo Bucuresti,11,11,2,3,6,9,12,14,-2,0.8182,1,3,2,6,5,1,1,0,4,6,9,-3,4,-1,1,14,-8,14,0
2020_2021,Arges Pitesti,11,11,2,3,6,9,10,18,-8,0.8182,2,1,3,7,9,-2,0,2,3,3,9,-6,8,0,2,15,-8,7,0
